id,geo_score
230591,15.840000000000002
137834,6.55
86085,8.62
131378,-8.62
50253,3.79
155725,-5.86
90624,5.17
127413,-3.179999999999999
137646,
178163,8.62
36487,10.0
129601,3.79
53238,-7.93
198902,10.0
92608,5.86
98036,-3.79
59674,-1.72
244994,3.2000000000000006
206930,1.03
43579,13.69
203438,8.62
199319,4.48
101511,-1.87
134927,-8.12
59968,-8.62
193097,-1.03
41476,3.1
22359,-9.31
108360,5.17
167964,-5.86
203548,-9.31
126405,6.55
152382,-21.009999999999998
59315,4.48
38363,-9.31
29635,7.24
279909,-6.940000000000001
26839,-7.24
49801,1.03
70681,12.59
198807,10.0
39596,-8.34
63882,24.42
168013,-0.34
134555,5.86
99066,-6.55
160827,3.79
110888,-4.48
38618,
74732,-1.03
43409,2.41
57284,-7.24
10545,1.03
255874,9.31
118332,-0.34
273559,5.17
66249,
178268,-10.0
202122,3.1
182888,-7.24
31247,5.86
37469,-5.86
215922,5.86
34262,5.17
10354,2.41
36203,-1.03
83382,8.62
161136,4.48
233226,0.34
217809,7.93
31541,1.72
71088,-7.93
184061,6.55
197979,7.24
140769,-19.43
177227,
269207,-1.03
51536,7.93
256031,10.3
165916,6.55
135271,8.62
8623,-30.05
108650,3.79
176586,7.93
19065,
8144,-12.45
151062,-40.72
174391,-1.459999999999999
37293,-7.24
182595,-5.86
281377,-10.0
153951,-23.76
138554,3.79
275134,-7.24
42224,8.62
258685,6.55
235174,4.48
163264,6.93
96344,2.41
62856,1.03
216519,-1.03
145740,-7.93
233042,4.48
68461,-7.24
244141,-9.31
209792,4.55
164319,6.55
153319,7.24
159695,-5.86
280316,8.62
93452,
153550,5.86
125887,7.93
58461,4.48
101385,-3.79
241291,-9.31
218771,3.480000000000001
221271,12.520000000000003
209806,2.41
11609,5.86
133831,-7.93
238407,
205921,5.86
100214,-1.72
116614,8.62
284581,3.0200000000000005
64434,-22.459999999999997
66409,8.62
217459,10.999999999999998
112265,
265327,-9.56
95160,-15.46
112602,2.41
33281,-5.17
278987,11.270000000000001
120241,9.72
98581,3.79
217429,29.369999999999997
260480,-6.55
244631,16.25
148225,9.129999999999999
18697,-16.75
87149,
191629,8.62
244435,-7.93
254822,-5.98
101940,-15.089999999999998
43714,-10.0
64746,10.0
2391,8.62
109330,-4.6899999999999995
204805,9.31
180250,10.0
11194,15.110000000000001
228659,-10.0
78271,1.72
277769,12.07
143262,1.0100000000000007
158333,-10.0
234705,-8.62
54070,3.79
257795,-10.0
24649,4.48
201724,3.79
1698,-3.79
217070,-2.41
64978,6.880000000000001
97031,-6.55
49552,1.03
162088,-3.1
150049,7.93
27912,10.0
231733,1.03
110385,18.279999999999998
99009,1.03
157208,3.1
136984,0.34
21187,-1.8100000000000014
283374,-3.79
241016,7.93
72482,8.62
227036,-7.24
4691,1.72
215578,-7.24
51674,15.169999999999998
28573,6.55
263089,-0.34
171989,-0.34
31384,7.94
168713,10.0
77810,-2.41
25306,9.31
183175,
208168,10.0
101656,-3.79
79025,-9.31
159906,-1.03
148287,-10.0
262433,6.55
277394,18.54
89637,6.55
169010,15.88
110240,-1.03
174532,-1.03
116462,7.93
159869,-0.34
27686,11.840000000000002
100602,-23.25
248602,-3.1
64529,-10.0
35626,11.569999999999999
271998,0.5999999999999991
28318,3.19
160546,-10.0
249778,8.62
104779,3.79
193161,
20845,-2.259999999999999
61282,-5.17
95987,16.65
262756,4.48
54465,-3.79
16368,-0.34
240769,5.17
1465,3.1
64251,-3.79
160674,-8.62
243403,4.48
135682,3.79
49886,-1.03
167972,0.34
82324,1.03
120437,-8.62
172075,-7.24
152743,3.79
38477,-10.16
238658,3.79
262821,3.0999999999999996
157361,7.93
270523,-10.95
167183,
155573,5.86
31977,
200488,1.72
282183,-2.2699999999999987
216650,7.110000000000001
149406,-10.0
262182,-7.24
223282,8.62
154547,1.72
181654,-1.03
163928,1.72
113306,-10.0
74348,-5.86
40377,-5.86
266995,1.72
57797,0.34
270933,0.34
240656,-5.17
102933,3.1
42247,10.0
23920,5.17
119577,2.41
194098,6.55
207258,2.41
171827,8.62
86393,-1.03
94260,-0.34
197625,0.34
262405,-3.79
33654,4.48
73142,-0.9099999999999979
282159,8.62
97374,10.0
243536,4.26
226841,-3.1
51298,6.55
173684,5.460000000000001
59324,-8.62
264819,-10.0
82286,3.1
210668,
274538,3.1
143706,-12.529999999999998
229476,-1.03
262831,-3.79
15777,5.17
152244,-1.72
126502,9.31
68443,1.03
97804,3.1
235067,-7.93
199707,-5.17
144271,3.1
204424,
121617,6.55
277420,9.59
56819,-0.8000000000000007
85156,-10.0
207817,6.55
53654,-4.48
156210,-1.03
245738,5.86
257035,3.6799999999999997
140870,-4.48
161574,1.2700000000000005
153326,-3.79
261409,-10.0
18425,1.72
177171,9.31
237924,-3.79
33158,-3.79
50859,5.86
254257,-4.48
133536,3.79
101308,-3.79
120080,-18.669999999999998
233871,2.41
96377,-5.17
223921,7.93
262173,-8.62
160552,0.34
19682,3.79
262297,1.7999999999999998
213904,-5.86
33810,-4.48
249468,9.31
9158,-18.490000000000002
21851,9.31
165080,-1.03
157285,5.86
274230,-5.86
211585,-0.34
35945,-2.05
134877,-6.55
103790,2.41
210994,6.8500000000000005
39009,3.79
57274,-8.62
261847,5.86
216109,-2.41
248889,3.79
241101,9.31
2221,-3.79
164550,6.369999999999999
123350,
207357,5.17
200686,-4.48
234079,-4.48
28758,1.72
224643,-8.62
208616,-12.350000000000001
75827,-2.41
77358,
257159,7.24
58735,8.62
178892,-1.72
245955,3.12
180528,19.63
18234,-7.24
273815,-5.86
179080,-5.970000000000001
157473,5.17
227335,6.55
48074,-2.41
187918,7.93
273518,3.79
214571,7.24
261919,9.31
70792,7.24
18610,-1.03
136764,-3.1
251623,2.5200000000000005
205348,-5.17
229316,-5.86
266243,9.31
20084,-10.0
207247,-2.41
108419,-1.03
155883,-7.24
41341,-3.1
10713,8.149999999999999
99140,-9.31
53451,1.03
194738,8.62
146017,7.24
174966,
23028,4.46
14594,-1.03
14449,5.86
156038,-21.79
87443,2.0700000000000003
261404,5.17
176423,-1.72
37014,2.41
180150,1.59
261374,-10.0
243652,-12.48
80065,6.55
142053,1.03
204022,-10.830000000000002
250012,9.31
195248,
111530,7.24
201232,-7.93
253974,6.980000000000001
163094,4.48
27677,5.86
113847,
110062,-9.31
50173,-3.1
47684,3.1
269026,4.48
137265,
123991,-9.31
278197,-0.8400000000000003
37520,-11.489999999999998
100561,18.720000000000002
147911,-6.510000000000001
167935,-15.21
252823,1.03
242810,4.48
24442,-1.72
256541,5.86
197751,0.34
38577,4.48
280827,
26365,-27.400000000000002
146238,
271223,7.93
137513,-0.34
262662,0.34
158840,1.72
240202,10.93
255738,-1.72
259253,9.31
187587,0.34
283679,4.48
198868,2.41
163134,
145946,-7.24
271431,-1.72
10589,-0.34
144076,8.3
71694,-5.17
96608,-7.24
84259,3.1
182065,7.000000000000001
129385,-7.24
86140,0.34
234862,-3.79
206588,-8.62
73085,22.96
140887,-29.69
180621,-5.17
139114,5.17
277788,4.48
22396,5.17
263076,-0.5300000000000002
163609,8.62
10049,-1.0099999999999998
28999,2.41
277058,6.55
52328,6.76
153341,-0.34
37915,-4.990000000000001
50535,-10.0
130744,10.0
142022,7.93
20860,-1.72
125902,4.48
161587,-9.09
277687,-6.55
214224,3.79
157652,1.03
196136,-8.62
216305,3.79
251171,8.62
147782,-14.899999999999999
22823,-14.15
36327,3.1
72427,7.93
153085,4.48
137216,12.14
220815,-1.72
85745,-8.62
53807,-7.93
69023,3.79
185352,-20.1
181051,6.55
15942,7.24
171409,-9.31
220808,2.41
21296,1.72
284095,-33.51
10415,-0.34
6776,-19.490000000000002
264380,10.0
247706,0.8199999999999996
71930,2.9499999999999993
8522,-14.07
232648,7.93
94161,-4.48
209624,-3.1
198528,7.93
282079,-2.41
225043,-5.86
33323,-1.03
71641,-9.31
58871,
107305,11.71
210992,-9.31
126994,
182108,7.24
112617,9.31
60470,-7.24
282136,4.48
240643,19.53
62152,6.55
204464,
55737,-21.38
246434,7.93
47606,1.03
232892,1.72
23935,-4.48
32175,6.55
218139,15.05
124307,10.0
158326,-7.93
90017,
158028,-14.98
14918,7.93
11411,0.34
280713,-6.55
218370,-5.86
186982,3.1
64590,-7.93
65961,5.17
201554,-8.1
113296,-3.79
127039,-0.34
74710,-13.09
92815,0.34
268351,3.79
226766,4.48
157845,-3.79
280257,-7.24
261382,14.650000000000002
94700,0.34
87491,-7.24
159244,-5.2700000000000005
20494,-0.34
15127,-1.03
198112,7.93
256125,-5.86
118950,-3.1
126770,
68637,10.0
251456,0.34
136357,-10.0
45511,20.179999999999996
71418,5.17
91509,-9.31
101401,-5.620000000000001
229790,-7.93
48913,-8.62
66149,-8.62
72179,7.24
207365,3.79
173974,0.34000000000000125
126815,
76961,8.62
206318,0.34
6740,-9.99
190424,3.79
152971,1.03
47037,0.34
172024,3.1
67174,1.03
45790,-3.1
54451,10.0
138835,2.41
228049,-7.24
143254,
216700,-5.17
82187,1.03
139178,9.18
150264,3.79
243356,-5.86
237649,-5.17
242347,3.79
104401,-3.79
180692,-9.31
84112,
239794,5.8500000000000005
270127,-3.5199999999999996
269972,9.31
76047,-4.48
222441,-3.79
258737,0.2200000000000002
105880,-2.41
200591,
37050,-1.72
3279,9.31
19932,19.450000000000003
87626,-19.389999999999997
138918,1.03
30081,
212859,3.79
147404,-6.55
50942,
213243,-9.31
232178,-7.93
12556,9.31
159606,-8.62
27187,-1.03
147202,5.1899999999999995
38928,22.709999999999997
123846,-7.900000000000001
55728,7.24
248062,-3.1
122801,-1.72
277773,-5.17
179376,-3.1
34256,-1.910000000000001
144565,-5.17
103143,
243618,-1.72
128544,3.1
12407,10.0
56617,4.48
52958,-0.34
234714,2.41
134960,-0.34
250466,5.17
109010,-7.93
157918,-1.72
142489,-10.0
257756,5.86
128408,-3.79
220807,0.34
258841,5.86
131313,5.17
1603,9.31
237207,
166050,-2.009999999999999
234925,-0.34
119481,-1.5200000000000002
149471,2.41
63224,-4.48
215682,-1.4299999999999997
123415,8.62
30760,-1.72
126780,17.759999999999998
246022,-5.260000000000001
183093,-20.169999999999998
196649,-7.24
240198,-7.710000000000001
201967,7.93
196383,-7.93
115733,0.34
9633,-10.0
217668,-3.1
62525,-5.86
207803,10.0
99120,2.41
106267,4.48
242255,-4.48
143222,8.62
87913,13.66
61377,-10.0
99446,9.31
37621,-1.03
275304,-8.62
247165,-8.62
145376,-1.03
89184,-2.6999999999999993
92378,-1.72
37577,-5.17
203422,-6.55
126611,6.55
74522,
137092,8.62
8307,-0.34
8459,-28.42
158870,-1.2100000000000017
168008,-6.55
246066,-3.79
78783,5.17
42051,-1.03
123945,5.599999999999999
225462,-1.03
46824,-4.48
204421,-4.48
214794,-10.0
5001,-3.79
3808,5.86
211581,-9.31
158507,2.9299999999999997
125440,
185372,-3.79
195270,-4.48
217499,10.0
76793,-3.79
37930,7.24
213845,3.79
197836,
105683,7.24
73172,-7.93
184511,-14.48
132537,-7.24
275102,-17.5
260261,0.34
276490,11.2
142281,-4.48
228840,5.86
91270,-1.5899999999999999
126141,-1.03
179202,3.79
269356,-10.0
263828,7.24
227508,-5.86
162710,6.55
158828,13.49
257195,-0.34
2079,1.03
7694,-14.709999999999999
48082,-7.35
193424,-0.34
91167,-9.31
21450,3.1
45611,10.0
280441,0.34
43128,-9.199999999999998
54770,-1.72
190393,10.0
64867,-8.62
119418,2.41
161521,-7.24
35028,7.93
53977,10.0
65606,1.72
173272,-3.1
192549,-2.41
224042,-3.1
91844,-3.1
3494,7.93
9991,-0.34
251653,-4.48
13002,-7.24
52752,8.62
70655,-1.72
222643,-4.48
36917,8.62
17427,-1.03
147240,5.17
277166,-3.2799999999999985
207608,8.62
18956,7.24
215457,-7.93
135594,-7.24
170890,-5.86
280098,-6.419999999999999
209708,-6.55
192128,-0.34
254508,13.819999999999999
204937,
281135,-7.24
198304,-7.24
181976,6.55
104089,7.24
243442,-19.29
224206,-21.04
268847,3.1
167979,-7.24
279796,-19.13
210845,0.34
112290,4.48
85914,-3.79
32781,0.7900000000000013
120918,11.74
38163,
248069,
126900,-9.31
9733,-9.31
243086,-8.62
16209,6.55
226090,2.41
270447,10.0
88087,8.670000000000002
209558,
282357,1.03
144447,13.8
146475,-1.03
214839,1.72
108331,7.24
174019,2.41
213606,13.189999999999998
22,15.28
29343,-7.24
54805,-2.41
143133,-5.17
266973,-7.24
150141,-5.17
207263,1.72
95066,4.48
266036,-10.6
282038,10.0
203380,-29.71
90540,-3.79
64067,0.34
197107,5.86
191568,-0.34
13696,-1.72
127965,-3.1
271558,3.79
85547,-10.0
151026,-0.34
268700,4.48
119985,3.1
86071,-8.62
222212,3.79
17429,-0.34
1028,9.31
151141,-6.55
56702,4.91
128791,6.55
254173,-6.55
278945,-6.55
267881,12.51
200634,4.25
118727,-7.93
132676,-1.72
214351,4.48
256397,9.31
249755,-5.86
95947,10.0
82105,
162701,8.68
223767,9.31
39467,-5.5299999999999985
84897,7.24
102027,-5.419999999999998
77367,-8.62
114370,-0.34
27684,7.24
104767,10.0
203090,1.03
170138,4.48
241170,2.41
91817,6.8100000000000005
47266,-7.93
171617,15.43
31097,-7.24
96865,1.72
140202,-9.31
231502,-1.7500000000000009
232386,1.050000000000001
283278,-5.17
139487,1.0000000000000009
23523,1.03
138191,-3.1
77192,-10.79
210036,11.45
209184,9.31
185459,-9.31
153016,-6.55
110648,1.03
154098,-4.43
265501,-8.62
78960,3.79
198804,-4.48
172581,-2.41
193482,0.3700000000000001
3983,9.31
216627,5.86
143353,5.86
130995,-6.2700000000000005
40107,12.32
22999,11.18
184983,-12.1
263388,-3.1
14865,-5.86
54258,-2.41
239200,-5.17
171529,
35244,-0.3299999999999981
48906,8.62
173514,
2621,-6.55
98529,3.79
281838,-7.549999999999999
279078,-1.72
147077,5.17
200060,-12.290000000000003
159860,9.31
49283,-1.72
16463,7.93
50599,-10.0
269805,-25.869999999999997
116676,8.62
87757,8.71
191803,-10.79
261563,8.62
189673,-5.120000000000001
172005,10.0
27494,5.17
62447,10.0
116283,-7.93
97859,-5.86
70848,
125538,2.41
250419,-0.34
257456,10.0
204264,8.409999999999998
10370,10.0
238880,3.79
218747,-1.72
140531,-0.7899999999999995
266337,3.1
191080,-9.31
130582,
178090,13.940000000000001
266395,-3.1
153985,-5.17
239685,-9.760000000000002
199270,3.1
109793,0.34
282148,3.79
194774,
128007,9.370000000000001
175399,2.41
107194,0.34
135933,-3.1
244306,9.31
20762,-5.86
37352,8.62
77372,2.810000000000001
110702,5.86
240394,5.2299999999999995
280487,-8.62
132692,8.62
31854,3.79
41652,-1.72
272417,-8.62
163010,-7.93
114198,-7.24
284193,-13.16
203674,12.419999999999998
273537,9.31
90127,-3.79
13087,3.79
195972,-4.48
73576,-7.93
99525,0.34
153070,0.34
50952,-0.34
36993,-10.0
217897,-3.79
126283,-1.03
78867,-0.7899999999999998
85620,-9.31
72480,-4.48
185515,7.24
99286,5.86
188804,9.31
223480,-1.6400000000000001
27744,-10.870000000000001
226347,8.62
127712,9.31
125954,33.25
34052,-7.24
262630,
83027,-14.959999999999999
218273,-0.34
80834,9.31
276375,
136673,
177660,-2.41
188634,8.62
208843,1.03
245226,-10.71
140708,-7.24
229611,-1.72
224896,-13.030000000000001
194319,12.240000000000002
4460,-6.55
138357,-9.31
204093,-3.1
7862,8.62
220609,5.86
273140,21.59
191356,1.72
181524,20.1
262979,5.86
247178,4.48
118185,-17.47
111050,-7.24
72824,16.34
272765,-7.93
230498,2.41
47567,-5.17
106490,7.24
229869,-8.62
12937,-3.79
155146,
160807,-4.48
238075,7.24
151769,-4.48
226228,-1.03
197093,-4.9399999999999995
67950,-6.55
43184,0.34
109562,-1.72
151662,0.34
101903,-5.86
112750,2.41
164138,-8.62
238435,-3.1
120082,8.62
181925,10.0
249062,5.86
201481,-10.0
267424,-3.79
56148,1.72
265474,-10.0
100913,-5.86
186980,-6.890000000000001
37946,-1.03
171911,5.86
105714,-9.31
99313,-10.0
158134,-11.78
191271,-7.93
29507,7.93
99523,-7.24
90020,7.24
117750,-1.03
50063,-3.79
181394,-21.009999999999998
47050,-0.34
265610,5.17
208593,5.86
157987,5.17
205986,3.79
211442,-0.34
55193,4.48
190555,-5.17
198664,5.17
57740,0.21999999999999975
189026,-8.76
263081,13.0
143426,
227383,
126436,16.9
111893,-4.349999999999999
14403,6.55
14508,-1.03
13044,-6.55
238589,-2.41
95214,
132066,1.72
146120,-0.25
268785,-1.72
219798,4.48
154801,2.419999999999999
136857,5.86
262996,
141657,-2.41
54888,-7.93
110111,5.17
160477,7.93
240873,-6.869999999999999
30216,7.93
11332,-5.86
79004,9.31
274057,11.95
191118,5.17
122004,9.31
182073,-8.62
159670,4.609999999999999
40086,9.31
102565,-5.94
75849,-13.75
137156,7.93
259066,5.86
56193,5.86
206798,3.1
164380,-5.17
280823,0.7999999999999989
99709,-5.17
18983,-0.34
235600,-4.350000000000001
258597,4.94
187822,11.21
85285,-5.449999999999999
97429,-11.2
173637,-6.55
273916,-22.53
42440,8.62
241086,-2.41
91448,-5.86
27949,6.55
255413,6.55
197293,-6.03
143397,-6.55
198932,-7.24
88091,-3.1
52248,6.55
140322,18.04
80361,-3.79
144314,-2.41
35390,-7.24
61363,3.700000000000002
205930,9.31
181414,10.0
48520,-1.7199999999999993
73338,9.31
58915,-7.24
131290,9.879999999999999
203207,-4.48
34637,16.159999999999997
29737,2.41
164449,9.31
261212,-1.2500000000000004
45744,-7.93
183754,-0.34
77278,-0.34
207406,10.0
203577,6.29
92707,5.17
151385,-8.62
147359,-9.31
81483,-7.93
282815,5.86
231983,5.86
283460,6.13
33054,2.41
267199,1.72
131411,4.48
66260,9.59
46650,-7.93
34885,-2.029999999999999
145827,3.1
256218,-1.03
43077,-7.24
231953,-5.86
247458,2.41
166217,-4.900000000000002
237711,8.62
198889,
269514,1.72
147345,3.6000000000000005
275378,-7.24
36061,3.1
128093,19.6
89662,-5.17
141452,3.79
99888,9.31
56503,-1.72
154009,-9.31
161134,-0.34
221632,-2.41
247040,-3.5100000000000007
143545,12.7
138742,18.22
95114,
206575,23.79
138120,6.55
280920,-3.79
167793,10.42
161398,-0.34
79546,1.03
193893,1.03
193172,1.0000000000000009
139458,5.17
155921,-36.32
243501,4.48
216785,2.41
115878,7.93
269518,-5.86
258013,10.0
69012,1.03
97418,-5.86
248711,-6.31
148815,1.72
186974,1.72
144953,1.72
274227,1.03
102005,-10.0
213048,-5.86
136789,4.48
265056,-0.34
276582,3.79
65020,3.1
88937,-4.820000000000001
172919,0.34
215876,-3.79
155429,4.48
119445,4.48
37398,
14242,10.0
201966,9.31
68741,19.18
281766,-13.24
150646,-5.17
6914,-7.24
61971,0.34
235509,-10.54
139921,17.19
247239,-1.03
114091,3.79
259389,0.34
225550,-1.03
203540,-11.569999999999999
180792,3.79
4795,1.03
208331,-9.31
261433,1.03
71357,0.34
274031,5.17
217375,
149703,5.17
231114,
153812,-3.79
57008,3.79
32435,7.93
215518,-1.72
137805,26.58
122162,1.72
199005,5.17
207660,13.739999999999998
57237,5.86
164581,2.41
222770,7.41
169077,-8.62
142774,-7.93
30389,0.34
217601,6.55
215538,4.48
72077,-7.24
110844,1.03
1730,1.03
16873,2.41
71645,3.79
250447,7.93
109376,12.2
3977,-3.79
113588,
197165,-6.55
94874,-17.04
140694,10.0
152874,-39.7
222239,3.79
32987,-3.79
241889,-9.31
223916,13.459999999999997
49862,
233775,-9.31
80092,9.31
176566,-4.48
63482,-6.55
52685,1.03
64542,-5.17
276957,4.48
174327,-1.03
225706,-9.31
63895,-19.950000000000003
272175,-4.48
142816,6.55
126193,-5.17
97001,-3.79
148744,-4.48
210410,-10.0
178233,8.62
1272,1.72
207807,-10.0
161239,-2.670000000000001
252151,-1.03
274248,
112635,-4.619999999999999
131069,20.5
176072,
246861,-9.31
30346,
233538,-7.24
121473,-3.79
208751,6.200000000000001
96514,6.55
240561,-1.6599999999999993
164262,-8.62
163054,3.1
14666,-10.0
269259,-4.46
77768,3.1
55139,-8.62
151904,-3.1
28049,-23.720000000000002
73131,3.79
218879,12.43
36986,-5.86
40280,-7.24
196349,-10.889999999999999
47583,5.17
229365,6.55
9620,8.62
58048,-9.31
132255,-3.1
22582,
210238,-13.54
43337,5.86
133157,5.17
89616,-9.31
81306,-9.31
248893,7.24
193156,-10.0
119564,1.72
259243,-2.41
189799,
188733,
76062,10.0
146385,0.6400000000000006
82698,-10.0
76704,-4.48
92310,1.72
116737,-5.17
74465,7.23
118731,-20.42
101863,-8.62
128664,-9.31
169178,4.48
85457,-8.62
2565,-5.86
108636,-10.0
119066,3.79
227355,-11.940000000000001
158535,5.86
51450,1.03
125645,-2.41
153446,-1.72
54860,-19.96
150170,1.72
75521,-9.31
230109,5.639999999999999
276255,-3.79
267427,9.500000000000002
12544,-13.170000000000002
153578,-2.41
245948,10.0
184209,7.24
84214,-10.98
228753,8.62
89120,-7.93
58470,-5.499999999999999
63586,-5.86
2137,
235941,-4.48
106257,-0.34
12927,-4.48
13486,-21.07
88152,-9.31
282697,7.2200000000000015
139793,5.17
220910,-2.41
22112,-3.79
97081,-10.0
186317,-7.93
39384,2.41
118139,-5.17
180501,-3.1
166589,-9.31
147584,16.67
233872,-5.86
218539,-3.79
249104,10.0
83277,-10.45
264115,8.629999999999999
2130,7.93
234439,9.67
145119,0.34
19856,2.41
264651,-7.24
3417,-0.34
172505,-7.93
22546,2.5100000000000007
150992,-5.17
137650,7.93
215144,
173037,-1.72
260351,7.24
87337,11.629999999999999
121839,5.86
238440,8.62
192633,8.62
125723,-7.24
52140,5.860000000000001
72073,16.71
252190,0.34
60337,3.1
13657,8.62
256444,5.17
139602,3.1
12390,-1.03
230143,-8.62
150962,7.159999999999998
147626,3.49
176986,-1.72
106532,-4.48
280368,3.170000000000001
160492,7.24
117856,-8.069999999999999
183837,7.93
54762,-2.4899999999999984
203744,7.24
251054,-7.24
229716,-6.55
272073,-10.0
58638,8.330000000000002
134826,-6.55
282627,-2.41
51831,7.93
109131,1.72
55613,-5.17
31299,3.1
273112,10.0
201820,7.24
167271,-5.17
172904,-7.24
147353,0.34
272880,
252351,1.72
159581,5.86
129105,-6.02
253216,7.230000000000002
112017,-4.48
183470,8.62
155634,7.24
159110,1.03
98500,0.34
153681,-9.82
73984,-6.55
191282,1.03
129586,1.72
157538,-3.1
74254,6.55
190408,7.93
85922,7.93
249968,0.34
102323,18.39
88054,-4.48
203444,-6.55
89686,5.17
214804,-4.48
73385,8.62
134236,8.39
50423,3.1
125057,4.48
80662,-2.41
115930,9.31
3527,-0.34
114231,-5.88
84545,-3.1
248924,3.79
97643,4.48
95446,8.62
220407,
262192,-15.68
165509,
119534,-8.62
20711,-6.55
28360,7.93
237747,-1.72
233440,-8.3
241574,-5.86
190287,7.42
236134,1.03
183574,-7.24
71981,7.240000000000001
280669,
77013,7.93
277681,7.24
168281,10.0
45490,6.55
264435,-6.55
210650,9.31
13854,9.31
55057,7.93
113057,9.31
234864,3.89
209761,-2.41
4520,-13.709999999999999
186197,-7.24
140495,24.78
110535,20.83
222246,5.090000000000001
47863,-3.79
94884,1.4000000000000008
163177,-6.929999999999999
233912,-21.859999999999996
247219,0.4299999999999997
169264,6.55
74403,-3.1
82525,-1.03
109830,10.0
26087,-2.41
207324,-10.0
118614,-3.1
27560,-7.24
170583,-7.93
172757,5.17
79665,9.31
95232,-3.1
248906,
42048,0.34
134442,-4.48
17691,4.48
18420,-4.78
123334,-6.55
148121,-1.03
102087,-8.62
135939,-9.31
129884,-3.79
201337,2.41
17127,-6.55
205047,4.48
96255,-4.48
252656,8.959999999999999
150184,0.34
251682,3.79
203362,-6.55
168416,1.72
184253,-1.72
183226,-9.31
66458,3.9000000000000004
35001,
46489,-8.879999999999999
202720,-4.48
229413,-5.17
165063,-3.79
183840,-0.34
138607,-13.9
191132,1.5700000000000005
276368,6.55
127636,-10.27
236613,5.17
38757,-26.279999999999998
240729,8.38
162994,8.62
247311,4.48
73232,-15.379999999999999
28161,-2.41
168674,-7.93
102838,-2.41
218477,6.55
8801,-27.97
161048,-10.0
177879,8.62
145236,6.55
125018,-3.1
105285,-18.03
88784,4.48
68922,-7.93
200244,-3.1
206351,-1.72
178524,-9.31
58765,3.79
112372,-7.24
241650,-5.17
142970,9.31
200961,-7.93
144567,-6.55
176521,2.41
189591,3.79
274831,2.7400000000000007
99303,10.77
23207,5.6
76887,
15662,-3.1
210449,-8.62
152444,
277001,7.93
47795,6.55
45996,1.72
199638,-6.55
258111,6.55
222118,7.789999999999999
192345,5.17
110902,7.93
155657,-0.34
251909,7.8
92567,8.190000000000001
196390,
161146,-7.93
255219,14.82
119732,10.0
44169,-10.0
267061,4.48
27627,-13.68
279729,-4.789999999999999
189142,2.41
272338,5.86
194680,3.79
55954,-0.40000000000000036
94693,-5.63
133526,-5.86
41163,1.72
165844,8.62
276323,3.79
2167,4.48
10898,-8.0
24277,0.34
128085,
10863,-10.0
148892,
245341,9.31
252745,-11.249999999999998
133203,-5.17
280058,10.0
194348,-1.03
127312,-0.34
42729,10.709999999999999
73202,3.8599999999999994
196865,12.52
43887,-12.2
243620,7.93
283137,7.209999999999999
247372,-7.24
116185,-6.55
154618,-7.93
93905,-5.86
104287,-0.34
36909,5.17
151616,-3.1
243525,-10.0
185906,-3.1
137218,17.44
139717,6.55
201391,-1.72
266323,-5.86
38102,-8.62
209042,5.86
105871,2.41
244466,9.31
147880,10.0
280254,15.59
230509,-9.31
131023,7.93
147195,3.1
211261,7.24
259281,-5.86
68287,-3.1
85936,-8.62
182772,28.41
122523,9.31
71458,-10.0
5329,-3.1
75976,-3.339999999999998
94283,13.34
194929,6.55
271438,-3.79
165561,-3.1
118267,
188297,-8.62
2875,-2.5300000000000007
121501,1.03
131608,1.72
271367,-2.41
126148,-6.55
13061,0.34
98320,-7.24
129697,-1.72
279308,-5.17
50973,4.48
89218,-3.79
238177,7.879999999999999
250832,4.600000000000001
246589,-3.79
113853,-15.769999999999998
136032,7.93
53685,-3.1
124482,6.55
91201,0.34
145382,1.72
137127,-0.34
241383,6.55
140901,
32310,
83782,-5.17
105483,-13.590000000000002
134780,1.03
270595,6.55
63110,-7.24
84824,-17.69
194909,-7.93
278392,3.1
273989,0.34
186843,-7.93
245803,3.79
158683,-3.79
275493,5.86
169741,13.15
284662,-7.24
29290,1.72
82395,1.03
234441,8.62
58981,-5.86
176537,5.86
266648,1.03
17076,-1.03
76735,1.72
235230,-7.24
43785,5.17
237637,7.93
91914,-0.34
141858,-7.93
134629,-4.48
255125,5.86
259303,-9.31
174592,-3.1
64981,-10.0
221981,-3.79
90137,-0.34
49681,-5.17
257443,
174001,-1.72
176003,-9.31
28840,10.989999999999997
242795,23.21
66624,0.34
112887,-8.62
53670,-7.93
63672,3.79
203490,5.24
134435,
60300,-17.01
86051,-9.31
232123,-6.980000000000001
127269,-1.2
216181,-9.31
22048,5.17
147482,7.93
61404,
153703,3.1
83983,-10.0
280779,-17.239999999999995
160800,-5.26
20517,9.770000000000001
148361,3.1
168426,1.72
268187,7.93
46,-5.86
18043,-8.62
210051,-8.62
134451,-4.48
34289,9.31
141746,-5.17
200401,1.720000000000001
54006,1.03
180901,-1.03
17440,2.41
55901,14.77
224191,-0.34
101076,-7.93
261810,-7.24
255114,1.03
100815,1.03
160843,-7.099999999999999
92507,8.62
173985,5.86
161364,-11.940000000000001
69837,-5.86
107757,1.03
150745,-22.119999999999997
115708,5.17
55087,-1.72
198452,-11.08
51610,1.03
2475,6.92
211309,7.24
186899,-5.17
181661,3.79
154030,-1.72
72763,11.08
192890,3.1
120690,-4.48
135761,8.62
163021,3.79
144715,4.48
188418,-9.31
212693,
231458,5.86
