id,qsets_normalized_tat
59018,-5.17
64925,-9.31
9583,17.21
196302,7.93
101443,
91944,-2.41
16307,-7.59
225423,7.24
178630,3.1
250886,
39934,-5.86
106629,10.0
230917,-5.86
18749,-1.72
228674,
209897,3.79
155308,-6.55
39984,3.79
162778,1.72
32700,-1.72
45092,-1.72
156508,-5.17
205658,-6.55
197068,-1.03
104031,1.03
46298,
118340,-16.14
117922,1.03
178772,1.03
221197,-4.48
170379,-4.390000000000001
238380,-0.34
231028,-3.79
138997,7.93
112429,5.57
43562,9.31
148800,
18740,-7.24
16094,7.93
149494,
98278,16.700000000000003
60826,6.55
264306,
61331,4.48
161726,-5.17
204967,2.41
208519,-7.93
31719,11.43
6714,4.48
232858,
196296,5.86
274610,9.31
190631,-1.72
46492,9.31
98400,5.17
271249,-5.17
53734,1.03
183702,-1.03
176129,-2.41
14415,16.41
59105,-6.55
190397,
16439,-0.34
91399,-4.48
277101,-9.31
42120,-7.9399999999999995
147172,1.03
155763,7.93
158999,4.48
228985,2.41
204135,-8.62
200326,5.86
152795,3.79
57536,4.47
166400,7.24
200213,2.41
269081,-9.46
154457,-4.48
554,-12.55
141083,9.31
94182,-0.34
151054,-1.03
93221,0.34
53982,-5.17
230942,-4.48
52906,-5.86
283560,-3.79
266159,4.36
262597,5.17
241165,
221383,-7.24
175758,7.93
134568,7.93
97022,-3.1
38592,-2.41
30856,5.17
241900,-2.41
175449,-0.34
183986,-4.48
157401,-3.79
70079,7.93
86461,0.10000000000000053
190973,9.31
208531,-5.86
207640,0.34
26877,6.55
28848,5.86
220653,12.709999999999999
20133,-7.24
192100,-10.580000000000002
109249,-1.72
80256,6.55
37439,7.24
276965,-3.1
77763,6.55
45842,-7.24
215991,-10.0
267472,-1.2599999999999998
55720,9.31
262822,-6.1899999999999995
186921,5.17
86603,-5.17
74700,-3.1
48219,4.48
59034,1.299999999999999
88846,-11.34
21290,0.25000000000000033
102883,4.48
254438,-5.86
283514,7.24
7634,-8.62
205041,-0.8899999999999997
126074,1.72
244116,-3.1
99731,-8.62
216204,-2.41
48927,5.86
44163,2.41
87554,
164331,-1.03
205985,1.03
279592,-3.1
72337,-7.24
120683,-6.55
179302,-30.240000000000002
163515,6.350000000000001
24275,-5.86
184136,-0.34
19272,1.72
203437,-5.86
267084,7.93
151907,3.79
17904,3.79
122697,-8.62
55800,1.03
77869,7.93
230626,12.43
209586,1.03
261519,8.62
187341,
75304,-10.0
247499,
69992,-17.36
194186,-10.0
101197,-1.72
70152,
186600,3.8400000000000016
139699,-8.96
249315,-7.24
55376,-5.86
210428,
108794,3.16
84936,-9.31
71605,
141335,-0.34
80237,-9.31
135124,-5.86
71287,-7.24
240016,1.03
192899,-9.31
39704,-19.55
1878,-7.960000000000001
83700,-22.2
154317,-0.34
68082,-7.620000000000001
235091,-25.82
208292,8.62
164890,-1.03
279353,1.03
85226,-4.48
228281,2.41
220377,
78040,5.86
26549,
41044,-28.180000000000007
197332,-5.17
70257,-8.830000000000002
137325,1.72
238560,
146332,-3.1
60547,7.93
56377,-2.41
126489,10.0
58298,
136663,
30191,-2.99
250855,4.48
192422,-1.72
46069,5.86
116829,-11.96
263762,-1.03
50778,-5.17
254055,9.31
216418,6.55
219081,2.41
203854,-5.86
83282,10.0
240830,7.93
218686,-3.1
194362,8.62
31086,-7.24
108997,
136117,4.48
121472,-5.17
18334,-3.79
206655,8.62
124611,9.31
113292,1.72
117507,-6.55
141333,10.0
93475,-22.09
277411,-27.990000000000002
81772,1.03
67022,-18.139999999999997
71261,-6.89
190379,-4.47
23564,-1.72
90729,15.64
54018,-2.369999999999999
2482,-4.48
45679,-7.24
172155,3.2500000000000013
23716,6.55
141016,-9.31
125064,-5.86
119725,3.1
100753,-3.79
262352,-0.34
121901,-6.360000000000001
209827,-14.62
247727,
239194,4.48
125491,-7.93
250467,15.420000000000002
109053,9.040000000000001
206312,8.62
183871,-4.48
36278,-4.48
182079,6.55
269895,4.48
1353,
173307,-3.79
199267,-3.79
39372,-4.48
42188,1.72
261404,7.24
135655,-1.03
187750,19.810000000000002
36166,6.55
63102,-0.34
130299,-2.41
249480,3.1
182127,1.03
72941,
140363,-5.86
95952,2.1599999999999984
94997,-5.86
9153,5.290000000000002
235307,9.31
33469,-1.72
255287,-2.41
97878,-2.41
278305,-6.55
280217,-1.03
266166,4.48
217086,-0.34
190124,12.7
200025,6.55
163354,11.33
174087,16.76
200858,19.759999999999998
240056,5.410000000000002
247823,-6.55
272768,-4.569999999999999
254974,10.0
84455,-10.0
138766,1.1999999999999995
78371,-5.17
143690,-7.93
172250,
238719,4.48
134446,-7.24
96116,
8968,
141165,4.48
29502,31.04
136939,9.31
165125,-4.48
230958,
136710,-13.16
79533,-5.86
50399,-13.879999999999999
90854,1.72
111516,-9.79
3831,6.120000000000001
127733,10.0
88858,-16.16
135231,
150594,
158296,-3.39
76835,20.45
215605,-3.79
76259,
126368,4.37
269940,-21.03
249916,7.880000000000001
102728,7.24
114986,-13.1
129706,-5.17
123170,-1.03
246114,9.31
37441,-4.48
162848,
282480,
73180,5.17
213582,-4.61
88140,-1.72
125431,7.93
215813,-17.43
131748,
33977,-5.17
231609,8.62
73056,-5.17
25839,6.55
248713,
273990,-3.1
94253,5.86
203805,-4.48
18127,-7.93
170272,-1.03
116530,-10.0
272207,2.490000000000001
164200,1.72
40874,9.31
19361,3.1
6140,-5.08
109659,-9.31
7299,-4.48
77160,2.41
42226,-6.55
169525,
21575,7.619999999999999
43412,3.79
196765,-5.86
154765,1.2599999999999998
161055,4.48
260902,5.17
141072,-6.55
205233,6.55
271946,5.86
22832,9.31
68503,-8.62
179304,
156678,-8.62
127900,
115929,7.93
135440,0.34
218828,-5.86
117233,-7.24
99914,
82241,-8.62
67601,-1.72
140121,-21.11
204261,16.84
126899,0.34
192218,-1.03
237734,-1.72
161028,-0.34
75384,-9.31
42449,-6.54
196680,-4.48
146071,3.79
67132,
216993,-2.63
142532,-10.0
214410,-10.0
227724,1.03
115740,10.150000000000002
130338,0.34
198024,5.86
2983,-5.86
51764,5.17
79448,-0.34
261571,6.09
178190,1.72
161896,-6.55
55382,6.55
98142,-8.62
226930,1.03
202033,10.0
227872,9.31
20902,-6.55
93723,8.360000000000001
278564,-4.48
243529,
52876,-4.299999999999999
188761,7.24
196452,
58600,7.93
191429,0.34
262874,1.9299999999999993
100537,1.72
243529,-8.28
180320,-0.34
156334,-5.86
98432,-3.1
137482,1.72
283002,-7.24
43475,3.1
116525,-8.65
230582,1.03
33273,1.72
248451,5.17
144505,-7.24
168881,11.020000000000003
158855,6.029999999999999
192156,-22.46
54090,7.24
178470,-9.31
27759,-3.1
278626,-5.17
72515,5.86
273989,-6.55
214027,-7.93
153000,
36215,5.86
176599,-0.34
31311,3.0100000000000007
149898,10.0
153462,-9.31
150363,0.34
100765,5.86
82976,-3.0100000000000007
15479,4.48
208049,8.62
122663,3.79
221679,4.48
223941,-10.0
119249,10.0
181339,-1.2300000000000004
172742,9.22
39275,-3.1
197597,-4.48
273941,-3.270000000000001
42524,1.03
15150,3.1
211363,10.82
229820,-7.24
39197,-4.48
177827,2.41
220136,-0.34
207624,8.62
126177,1.72
42888,-5.86
154715,-7.24
116299,-6.55
153344,-3.1
138697,4.090000000000001
104105,-5.86
134770,-3.7799999999999994
169739,-5.17
65589,8.62
16859,2.41
147969,6.55
127758,3.1
222900,4.63
70118,-7.24
14319,-1.72
30479,
251521,7.93
129128,-6.55
11585,-8.62
206001,-7.24
98261,-0.8499999999999988
3649,2.5600000000000005
131305,
130030,1.5199999999999998
47591,-8.62
61184,
208709,1.72
57473,7.93
176754,-3.79
280225,1.72
96791,
243619,3.1
29927,3.1
21580,1.52
107340,
142585,26.620000000000005
178332,-7.93
158967,-17.09
11085,7.93
189092,-0.69
54065,-19.2
170076,0.34
10305,19.470000000000002
270813,-3.1
136346,7.24
52174,3.79
267824,4.02
147880,0.34
100181,4.45
63501,-11.04
74148,7.93
127516,-0.34
23700,-5.17
187086,3.1
50485,8.62
133924,-1.72
204924,1.03
174918,7.93
237487,3.79
147797,-2.41
117806,4.48
36159,-5.17
86801,2.47
201443,-6.55
53045,-7.93
63274,-1.72
181633,7.93
33478,-8.62
170101,-10.0
254834,-7.93
217436,6.55
265463,11.72
274325,7.93
270922,-2.6600000000000006
235196,7.24
173093,6.55
191785,1.03
193824,-4.48
116547,-27.430000000000003
170012,-5.86
196312,9.31
42697,-1.72
65172,
31641,7.93
70425,-3.79
140832,-7.93
51108,3.1
143119,
207457,
235818,6.55
270545,-3.79
189502,-1.479999999999999
100138,-6.55
217171,
118636,-6.55
58209,-7.93
198960,3.79
67853,-1.72
60598,11.31
164637,-9.31
67326,6.55
191517,
58837,-6.55
15784,-5.86
215964,7.24
160246,
42387,-5.17
146152,1.72
70802,-7.93
94993,4.48
48966,-1.72
106708,
266453,-0.6400000000000015
231938,-10.0
38895,0.34
196352,-3.79
33274,-1.72
239555,21.71
230872,3.1
198807,
135626,-8.62
45006,1.72
213627,0.8
220694,2.41
156830,-3.79
11511,-10.0
249614,-11.170000000000002
150421,1.72
82617,
23563,-4.48
9044,6.55
124414,-1.03
87736,1.03
79997,-5.86
128195,
165212,-7.24
104283,16.48
172041,-3.79
35924,-1.72
88374,-1.03
93660,7.93
278878,5.17
17203,3.5999999999999996
27285,7.24
129129,6.55
71749,5.17
60810,-6.55
124844,0.9700000000000006
50321,3.1
203090,6.819999999999999
200018,
50702,1.03
264934,1.03
54554,4.51
140659,5.17
149444,-22.75
188459,8.080000000000002
80553,9.31
157087,7.24
68746,
280302,-2.41
267882,
72047,-7.24
77206,-4.969999999999999
136235,6.55
235774,7.24
168654,7.24
200771,-25.6
162040,-2.41
161362,3.7
248624,5.41
41008,5.17
152719,21.759999999999998
211790,2.41
56983,-20.0
192354,-8.62
122135,14.770000000000003
36913,2.41
54110,-3.1
77502,6.55
119508,-10.0
224337,3.1
99261,
235015,4.48
193607,-7.93
70835,10.0
248380,1.03
180236,-3.1
174658,3.1
260816,-5.86
88381,
252999,-11.54
35251,-5.86
11616,-4.48
1091,7.15
74221,17.459999999999997
207971,-7.0600000000000005
102392,1.03
46510,-5.86
169067,2.41
136195,-14.549999999999999
122635,-0.34
41392,-0.34
139794,3.1
259567,-6.18
284562,2.41
104553,-2.41
133706,-0.34
133891,3.79
23080,10.0
59489,-5.86
173347,-7.24
264484,-9.31
151577,-3.79
76751,
13592,7.24
26890,-10.0
274053,5.86
11109,-0.34
12193,5.86
234298,3.1
255797,-4.48
222504,
276068,19.46
65851,-3.1
172405,-7.93
236664,
165775,5.86
79247,-9.31
201154,2.41
199187,9.07
226670,-7.24
251503,-9.31
54731,-12.209999999999999
208643,-3.1
85856,7.570000000000001
212238,-0.34
31802,-5.86
61954,-3.1
148254,4.580000000000001
122343,7.93
133740,-3.1
81435,3.79
218269,5.17
119145,14.16
174398,-9.31
99408,-0.34
179286,1.03
77384,-10.0
175450,-7.93
261722,29.02
254236,-11.21
195562,-3.1
97209,6.049999999999999
277551,-4.48
163800,1.03
73442,7.24
239363,-7.24
117287,-1.72
133394,0.45999999999999996
171984,3.1
52357,7.24
265402,4.48
29763,-3.1
28336,9.31
154641,1.03
13274,2.41
232414,1.72
69508,-10.18
183671,5.86
16159,-10.0
153878,3.79
200949,-7.24
189231,-9.09
154528,7.93
98902,-9.31
222564,
109200,-8.62
215694,3.1
13825,5.86
242487,-6.55
257462,8.62
204960,-6.180000000000001
63083,2.41
227661,3.79
150570,9.31
98337,-0.34
48776,-0.34
222114,-10.0
234279,4.48
130308,
269186,8.62
161694,4.67
36612,5.17
144364,6.55
204446,
138337,-2.41
130903,-2.41
69722,-5.86
117312,-5.17
227835,3.79
71519,-4.48
102227,0.34
157213,-5.52
1149,-0.34
184251,-7.93
207828,2.41
46775,-5.550000000000001
152471,10.0
164092,10.0
45262,-5.17
110595,-5.17
153082,6.55
118442,
81601,-10.0
114345,-3.1
18478,3.1
183091,10.0
941,8.62
178961,-10.0
271647,9.31
128999,16.799999999999997
259095,5.86
117548,-1.72
110231,
236200,-0.34
90812,1.03
90003,12.93
231650,2.41
103476,-2.0500000000000007
45806,17.77
41851,-11.52
185249,3.79
212081,
214374,4.48
103283,-5.86
126663,6.55
223707,7.93
184482,-6.55
89119,8.62
133947,10.0
150346,10.52
16758,-38.769999999999996
201522,6.55
13505,7.24
50078,5.86
243799,7.93
246445,-19.439999999999998
187758,5.049999999999999
264362,-1.72
165009,-5.879999999999999
39862,-3.5600000000000005
210289,7.24
224001,9.31
135122,-0.34
10909,-3.1
122055,2.41
21104,-7.24
252109,
144787,-4.48
97189,0.34
254149,-6.55
236656,-3.1
164487,-6.809999999999999
20138,-3.1
228476,-7.93
280592,-11.09
12756,-1.72
69898,-0.34
248710,3.1
109402,-7.24
27763,-6.45
175033,-1.72
196959,5.17
76581,-17.86
5084,7.24
103413,-3.1
264168,0.3100000000000005
58786,12.739999999999998
18064,-6.55
52586,4.48
97019,-5.17
245407,1.03
20959,7.93
113374,
2584,-7.93
206241,5.17
203895,-9.31
234808,6.55
137560,-7.24
14418,3.4400000000000004
107974,4.48
136321,0.34
143209,-4.48
69285,6.55
144358,-1.03
203713,2.0299999999999994
160197,0.34
174956,-26.96
144064,7.24
273748,-5.86
181224,9.31
263711,-7.24
233788,22.77
155540,
35820,7.93
121593,2.41
149619,18.57
112226,-2.4899999999999993
234249,-1.03
153885,-10.0
211104,-3.79
7702,3.79
351,19.25
37336,-4.48
65415,8.62
140441,
105244,0.34
269637,-2.41
53259,
145138,-12.96
270778,1.03
10106,4.48
268371,-1.03
152551,-10.0
254875,3.1
188503,-16.41
52342,-5.86
198659,-5.86
254215,5.86
25628,-6.1
97949,5.86
101321,7.93
10445,
94971,-7.93
189084,7.93
238172,-0.23999999999999844
188913,7.24
184147,-25.259999999999998
239325,3.600000000000001
22882,-10.0
66605,10.0
94967,-5.86
207411,10.0
36638,8.62
272608,2.41
230965,17.740000000000002
622,16.79
253617,-3.79
266522,-1.03
10240,5.17
98631,4.48
15674,-3.79
170803,5.86
9676,7.06
82277,-0.34
111779,-1.72
278676,
198640,-1.7999999999999992
134605,-7.93
153371,-3.79
245575,-6.55
49380,8.760000000000002
209638,5.17
136341,-3.79
181485,1.8599999999999999
229296,-1.03
227184,-4.139999999999999
158140,-6.55
229793,25.1
67177,-3.1
244485,-3.79
208133,-5.17
51552,-17.1
72420,
6721,-5.86
231578,4.559999999999999
142345,1.72
276001,-1.03
209766,-8.62
187532,2.41
14997,7.93
100452,-3.1
51573,6.55
160352,7.24
252903,16.240000000000002
26075,-7.24
245401,-5.17
192289,-13.38
69020,-7.24
102677,5.17
2857,7.24
216129,-10.0
43724,
75718,7.24
61042,
84950,-15.859999999999998
209094,
17811,8.62
34217,5.069999999999999
18309,5.17
128762,-7.93
119244,-7.24
130648,-4.14
88073,-16.14
167642,1.03
29158,-7.24
211816,3.79
234084,1.72
61297,5.17
252998,-3.1
99601,-1.03
179362,
263455,2.41
137912,31.03
261967,-10.0
143131,
272568,9.31
25044,-5.17
141100,3.79
280809,
27134,-1.72
201559,7.93
226012,-1.72
51543,2.41
149410,-3.1
221825,2.41
137430,8.62
226593,-12.330000000000002
167061,
104164,30.340000000000003
110790,-0.34
104112,2.41
205535,-9.31
256473,-5.86
1441,-7.93
156001,5.86
145234,-7.93
122842,-6.55
112221,
159845,1.3700000000000006
197019,
15545,-3.1
83441,7.24
161872,1.72
103660,-3.1
241996,-8.79
74899,-2.3000000000000003
205682,4.48
203846,5.17
58063,-5.86
268294,4.48
164189,3.910000000000001
265297,-13.16
8753,-2.41
194068,3.1
192093,1.72
237252,-10.0
144765,-4.48
94876,-1.03
231982,-8.62
88919,-3.1
31320,-7.24
118068,-4.48
248694,7.93
230597,-10.0
74116,2.41
47241,-2.41
175060,1.03
69443,10.0
243965,6.55
235524,2.41
23154,-7.93
13087,-8.62
223536,-2.41
34747,5.17
35638,12.2
266171,-6.339999999999999
219023,0.34
267254,3.1
96759,2.41
181301,-0.34
173323,0.34
99099,-3.79
66086,-5.86
212961,-5.86
118813,-1.03
61743,1.63
9729,-7.58
40678,-18.16
217633,-5.17
30483,4.48
6797,3.79
17976,10.0
144058,-4.48
150345,7.93
84504,-3.1
96240,
204665,4.48
271581,6.55
72969,0.34
202616,4.48
68756,-1.03
244706,19.19
9400,7.24
253360,-20.449999999999996
20399,1.72
53835,4.48
20900,18.240000000000002
220287,-1.03
126670,-1.03
217299,
47779,1.03
122902,
150081,
63811,8.62
191645,
6624,
70029,-5.17
169931,-5.17
23305,1.72
21914,-6.08
97451,-8.62
155549,6.55
140568,11.040000000000001
231944,1.03
188941,5.17
49470,6.55
27191,-5.86
57770,3.1
261510,3.1
105312,-6.55
25183,-7.24
16059,-9.31
168424,8.62
224696,
271020,-5.86
12203,8.62
15883,-6.55
236943,-3.1
110613,7.24
47876,4.48
46703,
57500,-1.1900000000000004
257212,2.41
125397,10.0
222802,16.31
107667,8.62
172757,3.79
119142,-3.1
214031,-3.79
259570,8.62
71853,6.55
83579,3.79
22529,0.34
10434,-4.48
64290,-10.0
13698,3.1
108411,-4.48
105314,4.48
89663,-3.2600000000000002
236967,-3.1
142793,-7.93
124171,-1.72
272599,3.0
104715,1.03
137588,7.93
35026,7.93
212835,8.62
18252,8.62
156516,-0.34
272403,
90184,-3.79
260091,-0.34
26354,18.49
170540,6.140000000000001
89642,-1.72
82668,-11.4
243333,
51950,5.17
252133,8.62
1363,-2.1799999999999997
129739,-9.32
210138,-3.79
206540,-3.1
95091,
42151,1.72
106351,-7.93
11516,-0.34
142034,2.41
14983,-3.580000000000001
229001,-6.55
117464,1.72
111518,-7.93
166494,-4.48
261487,1.72
238293,-6.55
2024,-7.93
181990,7.93
96134,-1.03
154152,7.93
121275,18.18
259846,1.72
176810,3.4600000000000004
197916,3.1
164648,0.41999999999999904
186769,17.060000000000002
140235,5.86
21885,18.290000000000003
106036,0.34
1014,-1.7799999999999998
93615,-8.62
279394,0.34
237035,-10.0
212364,-5.17
159380,7.24
41437,-6.55
162914,3.1
50578,
208318,9.31
222681,-7.93
18868,-0.34
26099,-10.0
67266,5.17
35256,-1.72
66037,-1.72
201195,8.62
64100,7.24
35064,5.86
19112,7.93
19465,5.17
122371,3.1
101508,
104568,-1.72
246088,8.62
239249,-16.98
110375,5.86
269276,-0.34
53299,-6.6
229042,7.24
87221,-7.24
256696,-1.03
84737,9.31
157981,5.280000000000001
256834,-8.62
13508,3.79
147400,-7.93
18798,8.62
263804,6.55
259664,33.71
71904,-6.55
35178,1.2599999999999991
135992,2.41
134676,10.0
223185,9.31
90051,-3.79
55050,-5.17
195556,-3.1
57686,12.279999999999998
276745,-3.96
35537,-1.03
205682,5.17
1569,8.62
138745,4.48
56071,3.1
119014,-1.72
283759,10.0
200185,-10.0
106603,-2.41
223781,7.93
15373,
119728,6.55
257025,0.34
75990,-8.62
264847,10.0
13284,5.86
109587,14.410000000000002
234692,4.48
216773,-7.250000000000001
19469,10.0
153247,5.17
72278,7.24
253423,-6.55
150516,-10.0
136573,-7.24
99145,-4.48
34498,11.940000000000001
257861,5.17
46545,1.72
71490,1.72
181183,-3.1
97214,-9.31
164830,-0.34
183663,
70597,5.17
136265,9.31
273593,0.34
207199,10.0
222889,-2.4099999999999997
94034,-10.049999999999999
133084,9.31
81187,3.79
3465,0.34
8356,-7.93
266451,6.55
155177,-7.93
137913,5.86
165212,6.55
31211,-8.62
91448,4.48
248341,-7.93
54644,-6.55
51126,1.72
169293,2.41
187696,
165426,3.79
261237,7.93
51294,3.79
191756,-3.79
223022,6.55
267930,3.1
672,-3.1
280486,0.34
267348,3.79
272133,2.41
11335,1.3099999999999996
115215,7.24
173530,-0.010000000000000675
55940,0.34
104132,7.24
68527,-6.460000000000001
284155,-5.17
116559,-3.1
174380,5.86
280824,-0.34
401,-0.34
45754,10.06
220642,8.62
218495,-5.86
196548,-2.41
141766,7.93
68631,5.86
191818,7.24
151457,9.31
3176,1.72
120002,10.0
171089,7.24
53822,25.659999999999997
116182,-12.37
141420,-3.79
91120,-0.34
20470,10.45
208814,
30337,1.03
73916,-1.72
124460,-4.48
24186,-5.17
189178,
147025,-5.17
89744,21.240000000000002
173218,-4.48
109876,-2.19
112495,-2.41
101944,9.31
161898,-13.089999999999996
240597,-3.79
21689,5.86
170202,-5.86
260785,3.48
154954,
30427,-7.24
14525,10.0
65801,5.86
76960,-8.62
217424,-2.4600000000000004
10735,8.429999999999998
12348,-2.41
153292,4.48
117237,-10.0
242741,-5.86
214449,8.62
256876,1.55
169797,-4.48
21766,-8.62
45623,6.55
85572,-3.0
154406,-6.55
94125,8.62
189195,4.48
148739,-6.55
284624,-7.93
56083,-5.17
132989,1.03
36168,-10.0
103681,3.1
36999,1.03
214792,7.5200000000000005
152664,17.7
31301,5.17
221966,1.03
95167,7.24
234175,-0.34
220424,-1.03
188344,-2.41
105815,4.48
232918,-3.1
230158,-0.34
157239,-2.41
83752,
115111,6.55
196191,-0.34
70267,-10.0
89797,-9.31
108667,
283642,-1.72
50165,5.17
84497,-3.1
228782,10.0
17165,13.679999999999998
33524,6.55
128311,
81783,11.16
98413,
232190,9.31
203826,3.79
209444,-2.41
47987,3.79
171754,-10.0
266458,-4.48
99217,-10.0
92479,9.31
221563,-6.17
246680,3.79
81979,9.31
43098,4.48
138431,6.55
273908,-1.03
184517,-1.72
257011,2.41
120881,
61715,7.24
79840,8.62
137583,-7.24
168166,
119332,
15578,
131879,-2.41
273931,18.91
182749,2.41
19519,5.86
183694,7.93
58114,-3.79
108903,8.62
233041,8.62
176329,3.79
64297,-10.0
76459,5.880000000000001
110264,3.79
36829,-3.1
106678,-9.31
93965,1.72
251159,-9.31
224666,-7.93
260206,-9.27
56361,-10.0
207203,-7.93
5691,3.1
201247,-4.48
244492,-5.86
189807,4.48
136587,6.55
99367,-10.0
279892,
196876,
175726,8.62
247366,-7.93
243323,4.48
274096,
144439,-0.34
239940,
8361,11.2
164235,-2.41
127425,-5.86
69020,-6.55
243876,7.24
37912,5.17
62379,-5.17
42798,1.03
9820,10.0
231329,-10.0
83795,-0.34
127519,8.62
189032,-8.62
214533,-4.48
63079,-6.55
242062,1.03
200842,-8.62
268586,-3.1
37,2.1699999999999995
43960,-3.79
101980,3.79
159206,
114982,1.03
164528,-1.5999999999999996
63704,19.79
47493,-10.0
55986,-3.79
43958,-8.62
145921,-7.24
230186,6.55
3769,-9.31
148183,10.0
89720,-3.1
106781,-1.03
254544,10.790000000000001
57132,6.55
2613,-1.03
148538,-3.79
241614,1.72
265625,-8.62
249858,-7.93
108211,7.93
73334,0.34
263389,2.920000000000001
232905,-2.91
57364,-9.31
75368,-9.31
203289,2.41
235705,-7.790000000000001
1176,-10.579999999999998
171810,
135321,27.22
245464,0.34
16718,7.24
160118,8.62
191494,8.62
101896,-1.72
53485,
91596,9.31
738,-0.34
242473,3.1
51872,-1.03
171982,-4.48
82284,-8.62
215789,-10.0
178435,10.0
233921,-4.2
119966,-0.34
71213,-3.1
248979,9.200000000000001
126015,
262874,1.03
124504,6.55
119109,9.31
181796,-4.48
226723,-8.62
167401,-5.17
256098,2.41
41637,1.5499999999999983
144418,3.79
183990,-6.55
252963,13.429999999999998
270643,1.03
31875,8.62
79067,-10.0
79793,-0.34
200977,-9.26
96333,-3.1
53508,-5.17
129159,1.7899999999999987
46453,-5.86
70628,-11.120000000000001
237478,5.17
23140,5.86
234034,5.86
3523,10.0
132480,18.66
227694,-5.86
184789,3.79
24062,2.3600000000000003
238248,4.48
244717,-9.31
162708,3.79
124150,0.7299999999999998
118846,-5.17
263723,1.03
275715,-15.820000000000002
206491,0.34
141611,8.62
81245,0.34
275431,0.34
84345,-3.79
249724,-4.32
49131,3.79
77315,0.34
115121,-25.19
233168,5.17
109061,-10.0
147179,4.48
251812,-6.55
192937,
208013,-3.1
120975,-9.31
107209,
111171,-7.24
208986,3.7299999999999995
67147,-7.93
34174,-3.79
14487,1.03
239820,-5.17
177787,1.03
18083,-8.62
146646,-8.62
104718,-22.0
142855,-3.719999999999999
209446,-3.1
155974,-8.62
194774,10.0
254577,-6.55
165860,-3.79
109595,-12.55
161312,10.52
120083,-5.17
64892,6.55
167240,-3.79
168090,-7.93
140340,
198505,-6.26
217908,1.72
17329,7.93
192620,-10.0
223016,1.1700000000000004
226749,-3.1
238169,-7.24
155249,-2.41
122797,2.41
59572,-3.1
214079,0.34
32822,
169756,0.34
151373,-5.17
204202,-10.0
245375,4.48
172745,6.55
50956,17.25
39355,0.34
39235,
57048,-2.41
233396,1.03
143574,3.79
165496,6.570000000000001
229247,-5.17
33987,13.54
36364,5.86
114736,
20939,3.1
13972,1.72
166950,
179290,-8.62
124201,9.31
23254,4.779999999999999
13745,-1.03
211763,8.62
37679,-5.86
111584,-8.62
265818,6.55
211581,-1.72
209251,5.86
119171,-4.48
118985,-5.6
282491,-9.98
238814,9.879999999999999
109934,-23.12
230918,8.62
99462,-15.239999999999998
214824,-5.17
45667,-7.24
270633,-8.62
72354,1.03
274956,7.93
118429,3.79
254277,2.41
171473,-3.1
109986,-7.93
48710,-3.79
30595,-7.289999999999999
190551,-7.24
30882,
174773,-6.55
203702,-6.020000000000001
103950,3.1
1307,-1.03
137848,1.03
26574,-10.0
198836,5.17
271767,5.17
2903,-4.48
107931,5.0
235802,3.79
151789,2.5400000000000005
185493,-0.29000000000000004
30488,3.7399999999999993
14394,-1.03
208526,4.659999999999998
28518,-22.81
118141,2.550000000000002
22972,3.79
236416,-6.55
145833,-1.72
88356,6.55
129557,2.39
145892,2.41
149045,5.86
109973,-3.6199999999999983
245179,5.17
271328,-1.72
283964,-10.0
194953,7.24
208046,0.34
132151,7.93
141060,-10.02
20880,-1.03
223933,-7.24
162893,-1.03
233939,4.48
17349,
204909,19.93
261042,-1.03
69375,0.34
206876,-3.8900000000000015
157723,
35062,4.48
131299,7.93
67088,-1.72
97180,10.0
188837,5.17
226667,7.93
170368,1.0699999999999998
275249,3.1
256296,-17.36
283971,
92993,-5.86
260680,1.72
178790,6.55
232010,6.55
31327,6.369999999999999
57612,-5.17
247803,-1.03
178276,-9.31
72613,-3.79
33904,5.17
45825,-8.62
66622,4.48
125165,-1.72
197229,7.93
192495,4.48
138361,-9.31
111556,-8.62
76123,-3.79
216623,6.050000000000001
190177,5.86
19407,-5.86
261978,
194010,3.79
85159,7.93
6288,-1.03
150549,4.48
111308,9.31
61068,5.86
55424,-7.93
140245,-0.34
185428,-3.1
223717,5.89
71782,-11.89
167458,-4.749999999999999
151249,
27936,
180069,1.72
283951,-5.17
269846,-3.79
105584,
84891,6.55
80529,7.51
113686,
247914,-5.17
186211,1.03
104369,25.57
35774,4.48
80829,-14.790000000000003
239491,-10.66
174289,
221096,-3.1
179073,-16.76
167946,-2.41
76854,5.17
66125,1.72
278981,9.31
195384,4.509999999999998
259374,3.619999999999999
56388,-10.0
112956,3.79
146992,-3.79
168567,-3.79
110367,-1.0299999999999994
168651,-9.31
143892,9.31
252884,-4.48
148527,-0.34
211669,-3.1
103605,-5.86
52168,-6.55
267098,1.5500000000000003
237196,-3.0700000000000003
242959,0.34
72167,-7.24
102678,6.55
101946,-1.72
148909,5.86
93128,-13.4
38223,-1.4800000000000004
144245,-7.24
196891,-1.03
51833,-1.03
124204,0.34
237861,8.62
28176,5.86
206525,
115990,10.0
230410,5.17
205594,10.0
181415,-2.41
99559,-7.24
76234,-9.31
280384,-1.72
205375,1.03
66864,-2.41
155119,-0.25
222380,-1.72
29907,-9.31
204811,5.709999999999999
200817,-7.93
127637,10.0
52312,-8.62
252334,6.55
54817,-4.48
65569,1.72
102871,2.9999999999999982
57240,-1.72
255341,-2.41
110821,16.83
84057,5.86
137596,-6.55
